prompt_idx,cue_type,correct_ans,baseline_logit_diff,C1,C2,C5,C8,C10,C12,C13,C14,C16,C18,C19,C20,C24,C25,C27,C30,C32,C35,C37,C39,C40,C42,C44,C45,C46,C49,C50,C51,C53,C54
330,AUX,beta,-0.5,0.375,0.5,0.125,0.1875,-0.3125,0.0625,0.125,0.0625,-0.3125,-0.75,-0.75,-1.0,0.0,0.0625,-0.125,-0.125,0.1875,0.5,0.1875,0.0625,-0.0625,0.3125,0.25,0.0,0.0,0.5,0.5,0.5,-0.1875,0.0
331,AUX,beta,-0.25,0.3125,0.3125,-0.125,-0.125,-0.3125,0.25,0.25,0.3125,-0.25,-0.8125,-0.75,-1.0,0.0,0.0,-0.25,-0.1875,0.0625,0.4375,0.0,0.0625,-0.125,0.4375,0.4375,0.0625,0.0,0.6875,0.625,0.6875,0.125,0.3125
332,AUX,beta,-0.125,-0.4375,-0.4375,-0.375,-0.25,-0.0625,0.0625,0.0,0.0,-0.125,-0.5625,-0.5,-0.625,-0.125,-0.1875,-0.0625,0.0,0.3125,0.1875,-0.375,0.0,0.0,0.1875,0.125,-0.0625,0.0625,0.375,0.3125,0.3125,-0.25,0.125
333,AUX,beta,-0.1875,0.0,0.0625,-0.4375,-0.25,-0.4375,0.125,0.125,0.1875,-0.1875,-1.0,-0.8125,-1.0625,-0.3125,-0.25,-0.0625,-0.0625,0.1875,0.25,0.125,-0.375,-0.1875,0.125,0.125,0.1875,0.3125,0.5,0.4375,0.5625,-0.125,-0.1875
334,AUX,alpha,1.8125,0.3125,0.3125,1.125,0.9375,0.5625,-0.0625,-0.0625,-0.0625,-0.3125,0.0625,-0.125,0.1875,0.0,0.125,0.1875,-0.0625,-0.4375,-0.375,0.3125,-0.25,0.125,-0.25,-0.25,0.0625,0.0,-0.4375,-0.375,-0.4375,-0.0625,-0.1875
335,AUX,alpha,2.125,0.125,0.0625,0.75,0.375,0.5625,0.1875,0.0,0.0,-0.6875,-0.375,-0.5,-0.0625,-0.3125,-0.1875,-0.125,-0.375,-0.5,-0.125,0.25,-0.5625,-0.0625,-0.1875,-0.1875,0.0,-0.0625,-0.25,-0.0625,-0.1875,0.375,0.1875
336,AUX,alpha,1.4375,0.3125,0.3125,1.125,0.875,0.3125,-0.125,-0.1875,-0.1875,-0.1875,0.3125,0.125,0.375,-0.125,0.0,0.0625,-0.1875,-0.4375,-0.375,0.125,-0.125,-0.0625,-0.125,-0.125,0.0625,0.0625,-0.375,-0.375,-0.4375,-0.125,-0.1875
337,AUX,alpha,1.8125,0.4375,0.5,1.125,1.0625,0.125,0.0625,0.0,0.0,-0.3125,0.4375,0.1875,0.8125,0.0625,0.0625,0.0,-0.125,-0.6875,-0.375,0.1875,-0.125,0.0625,-0.1875,-0.1875,0.0625,0.0,-0.375,-0.375,-0.4375,0.0,-0.3125
338,AUX,alpha,2.25,0.125,0.0625,0.9375,0.5625,0.375,-0.1875,-0.1875,-0.25,-0.1875,0.0625,0.0,0.3125,-0.3125,-0.125,-0.125,-0.1875,-0.625,-0.3125,0.0625,-0.375,-0.1875,-0.125,-0.125,0.0625,0.0,-0.4375,-0.375,-0.375,0.0,-0.3125
339,AUX,alpha,1.8125,0.0,0.0,1.25,1.0,0.4375,-0.125,-0.125,-0.0625,-0.75,-0.3125,-0.5,0.125,-0.3125,-0.0625,-0.125,-0.375,-0.6875,0.0,0.1875,-0.5,-0.125,-0.125,-0.125,0.0625,0.125,-0.6875,-0.625,-0.8125,0.3125,-0.3125
340,AUX,alpha,1.25,-0.125,-0.25,0.4375,0.1875,0.0625,-0.3125,-0.3125,-0.375,0.5625,0.8125,0.75,1.0625,-0.0625,0.125,-0.0625,-0.125,-0.5625,-0.3125,0.25,-0.0625,-0.0625,-0.1875,-0.1875,0.125,0.0625,-0.1875,-0.125,-0.1875,-0.0625,-0.4375
341,AUX,alpha,2.125,0.375,0.3125,1.4375,1.1875,0.5,-0.125,-0.1875,-0.0625,-0.5625,-0.3125,-0.3125,-0.1875,-0.5,-0.25,-0.0625,-0.375,-0.5,-0.6875,0.3125,-0.4375,-0.125,-0.3125,-0.3125,0.0625,0.0,-0.3125,-0.25,-0.375,0.0625,-0.25
342,AUX,alpha,2.375,0.25,0.1875,1.25,1.0625,0.8125,0.25,0.25,0.1875,-0.3125,0.1875,0.1875,0.1875,0.0625,0.125,-0.1875,-0.4375,-0.6875,0.0,0.125,-0.625,-0.125,-0.3125,-0.3125,0.0625,0.0625,-0.125,-0.0625,-0.125,0.375,-0.5625
343,AUX,alpha,1.3125,0.6875,0.6875,1.375,1.1875,0.625,0.625,0.5625,0.625,-0.0625,0.375,0.1875,0.4375,0.0,0.0625,0.125,-0.0625,-0.3125,-0.4375,0.0625,-0.3125,0.1875,-0.3125,-0.25,-0.0625,-0.0625,-0.5625,-0.4375,-0.625,0.0625,-0.3125
344,AUX,alpha,1.375,0.0,0.0,0.75,0.625,0.375,0.0625,0.0,-0.125,-0.1875,0.5625,0.3125,0.5,0.3125,0.4375,0.4375,0.1875,-0.25,-0.5,0.0625,-0.3125,0.1875,-0.1875,-0.1875,-0.0625,0.0,-0.375,-0.3125,-0.5,0.1875,-0.25
345,AUX,alpha,0.8125,0.375,0.4375,0.8125,0.75,0.1875,0.1875,0.125,0.1875,-0.1875,0.25,0.0625,0.375,-0.0625,0.0625,0.1875,0.0,-0.5625,-0.375,0.1875,-0.125,0.125,-0.25,-0.25,-0.0625,-0.0625,-0.5625,-0.5,-0.5,-0.125,-0.0625
346,AUX,alpha,1.8125,0.3125,0.375,1.9375,1.4375,1.5,0.875,0.8125,0.875,0.0625,0.4375,0.3125,0.25,-0.0625,0.125,-0.3125,-0.5625,-0.625,-0.25,0.125,-0.3125,0.0625,-0.3125,-0.375,0.1875,0.125,0.4375,0.4375,0.375,0.1875,0.0
347,AUX,alpha,2.1875,0.0,0.0625,0.875,0.5625,0.4375,0.0625,0.0,-0.0625,0.0625,0.5,0.375,0.4375,-0.125,-0.0625,0.125,-0.0625,-0.5,-0.4375,0.3125,-0.3125,-0.125,-0.1875,-0.125,0.1875,0.125,0.0625,0.1875,-0.0625,0.3125,-0.625
348,AUX,alpha,1.0625,0.3125,0.4375,1.4375,1.4375,0.6875,0.3125,0.25,0.3125,0.1875,0.5,0.3125,0.5625,0.125,0.1875,0.0,-0.1875,-0.5,0.0625,0.0,-0.25,0.0625,-0.25,-0.25,0.0,0.0,-0.3125,-0.3125,-0.4375,0.0625,-0.4375
349,AUX,alpha,1.4375,0.0625,0.1875,1.1875,0.875,0.5625,0.3125,0.1875,0.3125,-0.0625,0.0625,0.125,0.125,-0.125,0.0625,0.0,-0.1875,-0.5,-0.5625,0.3125,-0.4375,-0.0625,-0.5625,-0.5625,0.125,0.125,-0.5,-0.5625,-0.625,0.1875,-0.75
350,AUX,alpha,1.375,0.25,0.4375,1.0,0.6875,0.8125,0.1875,0.125,0.125,0.25,0.9375,0.8125,0.875,0.0,0.125,0.125,-0.0625,-0.5625,-0.75,0.0,-0.3125,0.0,-0.3125,-0.3125,0.0625,0.0625,0.0625,0.0,0.0,0.25,-0.25
351,AUX,alpha,1.9375,0.0625,0.3125,1.0,0.625,0.75,0.0625,-0.1875,-0.125,0.1875,0.75,0.5625,0.75,-0.0625,0.0,0.25,0.125,-0.625,-0.5625,0.1875,-0.3125,-0.125,-0.25,-0.375,0.0625,0.125,0.0,0.0625,-0.125,0.1875,-0.5
352,AUX,alpha,1.625,0.125,0.125,0.875,0.5625,0.8125,0.25,0.0625,0.1875,0.0,0.5625,0.5,0.5625,-0.125,0.0,0.1875,0.0,-0.375,-0.6875,0.1875,-0.4375,-0.125,-0.375,-0.3125,0.1875,0.1875,0.25,0.25,0.125,0.3125,-0.5625
353,AUX,alpha,2.25,-0.0625,-0.1875,1.0,0.4375,0.3125,0.3125,0.3125,0.375,-0.125,0.25,0.25,0.25,-0.25,-0.125,-0.3125,-0.5,-0.75,-0.75,0.125,-0.3125,-0.0625,-0.4375,-0.4375,0.375,0.375,0.25,0.375,0.1875,0.6875,-0.5625
354,AUX,alpha,2.0625,0.125,0.1875,0.8125,0.625,0.1875,0.125,0.0625,0.0625,0.0,0.375,0.25,0.5625,-0.1875,-0.125,0.0625,-0.0625,-0.5,-0.3125,-0.0625,0.0,0.0,-0.5,-0.5,-0.1875,-0.125,0.125,0.25,0.0,-0.125,0.0
355,AUX,alpha,1.8125,0.5,0.5,1.1875,1.0,0.875,0.3125,0.25,0.1875,-0.375,0.1875,0.0625,0.3125,0.1875,0.25,0.1875,0.0625,-0.625,-0.1875,0.4375,-0.125,-0.1875,-0.5,-0.4375,0.125,0.0625,-0.1875,-0.125,-0.3125,-0.0625,0.0625
356,AUX,alpha,1.3125,-0.1875,-0.125,0.6875,0.5,0.4375,-0.3125,-0.375,-0.375,0.0625,0.375,0.0625,0.5625,0.0,0.0,0.0625,-0.125,-0.25,-0.1875,0.0625,-0.1875,-0.3125,-0.375,-0.3125,-0.125,-0.125,-0.25,-0.25,-0.1875,0.0,-0.4375
357,AUX,alpha,1.4375,0.0,0.125,0.5625,0.5,0.625,-0.0625,-0.125,-0.125,-0.0625,0.1875,0.0625,0.5,0.0625,0.0,0.0625,0.0625,-0.3125,-0.375,0.375,-0.125,-0.25,-0.25,-0.25,0.1875,0.1875,0.0625,0.125,0.0625,0.25,-0.5
358,AUX,alpha,1.125,0.0,0.0625,0.625,0.4375,0.5,-0.3125,-0.3125,-0.375,0.3125,0.5,0.25,0.9375,-0.0625,0.0,0.125,0.0625,-0.25,-0.5,0.3125,0.0,-0.125,-0.4375,-0.4375,0.0625,0.0625,-0.1875,-0.1875,-0.1875,0.0625,-0.25
359,AUX,alpha,1.1875,0.0,0.125,0.4375,0.3125,0.3125,-0.375,-0.375,-0.375,0.125,0.5,0.3125,0.8125,0.0625,0.125,0.125,0.125,-0.5,-0.4375,0.3125,0.0625,-0.0625,-0.3125,-0.3125,0.0,0.0,-0.3125,-0.25,-0.25,0.0625,-0.25
360,AUX,alpha,1.0625,0.0,0.0625,0.4375,0.375,0.375,-0.1875,-0.25,-0.3125,0.1875,0.375,0.0625,0.8125,0.0625,0.125,0.1875,0.25,-0.0625,-0.25,0.125,0.0625,-0.0625,-0.25,-0.3125,0.0,0.0625,-0.3125,-0.375,-0.3125,0.0625,-0.3125
361,AUX,alpha,1.3125,-0.0625,-0.125,0.5625,0.4375,0.6875,-0.1875,-0.1875,-0.25,0.0625,0.25,0.0625,0.4375,0.0625,0.0,0.0625,0.125,-0.25,-0.25,0.1875,-0.125,-0.3125,-0.375,-0.375,0.0625,0.0625,-0.1875,-0.125,-0.1875,0.125,-0.375
362,AUX,beta,0.0,-0.375,-0.4375,-0.6875,-0.5,-0.625,-0.1875,-0.1875,-0.1875,-0.3125,-0.5625,-0.5,-0.8125,-0.25,-0.25,-0.4375,-0.3125,0.0,0.4375,-0.4375,-0.25,-0.25,0.25,0.1875,-0.1875,-0.1875,0.125,0.125,0.1875,-0.5,0.125
363,AUX,beta,-0.1875,0.0,-0.0625,-0.875,-0.625,-0.5625,-0.0625,-0.0625,-0.0625,-0.1875,-0.5625,-0.375,-0.6875,0.0,-0.0625,-0.25,-0.1875,0.125,0.3125,-0.25,0.0625,-0.0625,0.375,0.4375,0.0625,0.0625,0.1875,0.1875,0.3125,-0.3125,0.25
364,AUX,beta,-0.6875,0.0,0.0,-0.5625,-0.4375,-0.4375,0.3125,0.375,0.3125,-0.1875,-0.4375,-0.375,-0.5625,-0.1875,-0.25,-0.4375,-0.25,0.125,0.3125,-0.375,0.0,0.0,0.375,0.375,0.1875,0.125,0.3125,0.25,0.3125,-0.25,0.25
365,AUX,beta,-0.6875,-0.1875,-0.25,-0.8125,-0.5625,-0.875,-0.0625,0.0625,-0.0625,-0.25,-0.375,-0.4375,-0.5625,-0.375,-0.375,-0.4375,-0.1875,0.0625,0.1875,-0.5,-0.125,-0.0625,0.4375,0.375,-0.125,-0.1875,0.25,0.25,0.375,-0.5,0.375
366,AUX,beta,-0.375,-0.375,-0.4375,-0.5625,-0.375,-0.5625,0.0625,0.0,0.0,-0.25,-0.5625,-0.5625,-0.75,-0.0625,-0.0625,-0.375,-0.1875,0.125,0.4375,-0.375,0.0625,0.0,0.4375,0.5,0.125,0.125,0.125,0.125,0.25,-0.25,0.5
367,AUX,beta,-0.875,0.0,-0.1875,-0.625,-0.3125,-0.4375,0.375,0.375,0.3125,-0.1875,-0.625,-0.5,-0.8125,0.0,0.125,-0.3125,-0.25,0.375,0.625,-0.3125,0.375,0.0625,0.375,0.3125,-0.0625,-0.0625,0.125,0.125,0.1875,-0.25,0.3125
368,AUX,beta,-0.625,-0.375,-0.375,-0.9375,-0.5625,-0.6875,-0.1875,-0.1875,-0.25,-0.3125,-0.75,-0.625,-0.75,-0.125,-0.1875,-0.25,-0.125,0.125,0.3125,-0.3125,0.125,-0.125,0.1875,0.1875,-0.0625,-0.0625,0.0,-0.0625,0.125,-0.375,0.3125
369,AUX,beta,-1.125,0.125,-0.0625,-0.1875,-0.1875,-0.25,0.0625,0.125,0.1875,0.1875,-0.3125,-0.375,-0.5625,-0.1875,-0.25,-0.25,-0.1875,0.25,0.625,-0.125,-0.0625,-0.0625,0.375,0.375,-0.0625,0.0,0.25,0.3125,0.375,-0.1875,0.6875
370,AUX,beta,-0.625,0.0,-0.0625,-0.75,-0.5625,-0.125,0.125,0.125,0.1875,-0.375,-0.5625,-0.625,-0.9375,-0.1875,-0.125,-0.25,-0.125,0.125,0.5625,-0.125,0.1875,-0.25,0.3125,0.375,-0.125,-0.125,-0.125,-0.0625,0.0,-0.4375,0.5625
371,AUX,beta,-0.1875,-0.1875,-0.0625,-0.6875,-0.5625,-0.1875,0.0,0.0625,0.125,-0.6875,-1.25,-1.1875,-1.375,-0.8125,-0.625,-0.625,-0.5,-0.0625,0.8125,-0.3125,-0.3125,-0.5625,0.1875,0.1875,-0.125,-0.0625,0.0625,0.0,0.125,-0.25,0.1875
372,AUX,beta,-0.5625,-0.1875,-0.0625,-0.5625,-0.5,-0.3125,0.0625,0.0625,0.125,-0.5,-1.1875,-1.0625,-1.25,-0.25,-0.3125,-0.25,-0.125,0.4375,0.375,-0.375,-0.1875,-0.1875,0.25,0.25,-0.0625,-0.0625,0.0625,0.0625,0.1875,-0.25,0.25
373,AUX,beta,-0.625,-0.0625,-0.25,-1.0,-1.125,-0.3125,-0.3125,-0.25,-0.3125,0.125,0.0,0.0,-0.1875,0.0625,0.125,-0.0625,0.0,0.0625,0.125,-0.375,0.0,-0.125,0.5,0.5,-0.0625,0.0,0.0,-0.0625,0.25,-0.3125,0.25
374,AUX,beta,-0.5,0.0,0.0,-0.5,-0.3125,0.0,-0.1875,-0.25,-0.125,-0.4375,-0.9375,-0.8125,-1.0625,-0.25,-0.125,-0.1875,0.0,0.3125,0.5625,-0.3125,-0.1875,-0.3125,0.3125,0.25,-0.1875,-0.125,-0.1875,-0.1875,-0.0625,-0.375,0.125
375,AUX,beta,-1.1875,0.1875,0.25,-0.5,-0.1875,-0.0625,0.1875,0.1875,0.3125,-0.3125,-0.75,-0.8125,-1.0,-0.125,-0.125,-0.0625,0.0625,0.4375,0.375,-0.125,0.0,-0.125,0.5,0.5,0.0625,0.125,0.25,0.1875,0.375,-0.1875,0.4375
376,AUX,beta,-1.5,0.4375,0.625,-0.0625,0.1875,0.25,0.125,0.1875,0.1875,-0.4375,-0.6875,-0.625,-0.875,0.0625,0.125,0.0,0.125,0.5625,0.4375,-0.25,0.125,0.1875,0.5625,0.5,0.125,0.1875,0.125,0.0625,0.1875,-0.25,0.5
377,AUX,beta,-0.8125,0.125,0.25,-0.5625,-0.375,0.0625,0.0625,0.0,0.125,-0.1875,-0.4375,-0.375,-0.625,-0.0625,0.0,-0.1875,0.0,0.1875,0.4375,-0.125,0.125,-0.125,0.4375,0.375,0.0,0.0,0.0625,0.0625,0.1875,-0.3125,0.25
378,AUX,beta,-0.5,-0.375,-0.375,-0.5625,-0.5625,-0.25,-0.125,-0.125,-0.0625,0.125,-0.4375,-0.375,-0.625,-0.3125,-0.4375,-0.25,-0.125,0.3125,0.5,0.0,0.0,-0.3125,0.5,0.5,-0.0625,-0.125,0.125,0.125,0.125,0.0625,0.25
379,AUX,beta,-1.0,-0.4375,-0.5625,-0.75,-0.625,-0.625,-0.0625,0.0,0.0625,0.0625,-0.375,-0.25,-0.5625,-0.1875,-0.25,-0.25,-0.0625,0.4375,0.375,-0.125,0.0,-0.1875,0.4375,0.4375,0.125,0.125,0.0,0.0,0.125,-0.0625,0.0625
380,AUX,beta,-0.875,-0.25,-0.1875,-0.75,-0.625,-0.75,0.0625,0.125,0.125,-0.4375,-1.0625,-0.9375,-0.9375,-0.3125,-0.3125,-0.4375,-0.3125,0.1875,0.375,-0.0625,0.125,0.0,0.4375,0.375,0.0625,0.0,0.1875,0.125,0.3125,-0.125,0.1875
381,AUX,beta,-0.75,-0.3125,-0.375,-1.0,-0.75,-0.5,-0.3125,-0.25,-0.1875,-0.1875,-1.0,-0.8125,-0.8125,-0.25,-0.25,-0.3125,0.0,0.3125,0.4375,-0.4375,0.25,-0.3125,0.4375,0.375,-0.1875,-0.0625,0.125,0.0625,0.1875,-0.25,0.125
382,AUX,beta,0.25,-0.1875,-0.3125,-0.875,-0.75,-0.75,-0.25,-0.1875,-0.0625,-0.6875,-1.0,-0.875,-1.0625,-0.625,-0.4375,-0.375,-0.1875,0.0,0.5,0.0,-0.1875,-0.3125,0.3125,0.375,-0.0625,0.0,0.5,0.5,0.4375,0.0,-0.3125
383,AUX,beta,-0.375,-0.4375,-0.5,-0.8125,-0.75,-0.6875,-0.4375,-0.375,-0.375,-0.0625,-0.75,-0.625,-0.75,-0.75,-0.5625,-0.4375,-0.125,0.25,0.6875,-0.5625,0.0,-0.4375,0.3125,0.3125,-0.25,-0.25,0.25,0.1875,0.25,-0.125,0.125
384,AUX,beta,-1.4375,0.3125,0.4375,-0.625,-0.375,0.0,0.3125,0.375,0.375,-0.5,-0.9375,-0.75,-1.125,-0.0625,-0.125,-0.125,0.0,0.5,0.4375,0.0625,0.125,0.1875,0.3125,0.375,-0.125,0.0,0.25,0.1875,0.3125,-0.375,0.375
385,AUX,beta,-1.9375,0.3125,0.4375,-0.6875,-0.5,-0.4375,0.1875,0.1875,0.25,-0.125,-0.3125,-0.1875,-0.5625,-0.0625,-0.125,0.0,0.0625,0.375,0.4375,-0.125,0.1875,0.0625,0.25,0.3125,0.0625,0.0,0.3125,0.3125,0.3125,-0.25,0.5
386,AUX,beta,-1.5625,0.25,0.1875,-0.625,-0.4375,-0.0625,0.0625,0.0625,0.125,-0.5625,-0.625,-0.6875,-0.875,0.0,0.0,-0.1875,-0.0625,0.0625,0.375,0.0625,0.25,0.1875,0.5,0.4375,-0.0625,-0.0625,0.375,0.3125,0.375,-0.1875,0.375
387,AUX,beta,-1.6875,0.1875,0.375,-0.8125,-0.3125,-0.0625,0.125,0.25,0.1875,-0.375,-0.75,-0.625,-0.75,0.0625,0.1875,0.0625,0.125,0.4375,0.3125,-0.0625,0.1875,0.0625,0.375,0.4375,-0.0625,0.0,0.5,0.4375,0.5625,0.0,0.5
388,AUX,beta,-0.9375,-0.4375,-0.375,-0.5,-0.1875,-0.125,0.3125,0.25,0.25,-0.75,-0.9375,-0.75,-1.25,-0.125,-0.25,0.0,0.0,0.4375,0.375,-0.5,-0.375,0.0625,0.25,0.25,0.0,0.0,0.1875,0.25,0.25,-0.125,0.375
389,AUX,beta,-1.1875,0.0625,0.125,-1.1875,-0.875,-0.375,-0.0625,0.0,0.0,-0.125,-0.5625,-0.3125,-0.6875,0.0,-0.0625,-0.125,0.0,0.3125,0.5,-0.1875,0.25,-0.0625,0.1875,0.1875,-0.0625,-0.125,0.1875,0.375,0.375,-0.3125,0.4375
390,AUX,alpha,0.8125,0.3125,0.5,0.8125,0.6875,0.3125,-0.125,-0.1875,-0.1875,-0.0625,0.625,0.4375,0.75,0.125,0.1875,-0.0625,-0.125,-0.375,-0.3125,0.5,0.1875,0.125,-0.1875,-0.1875,0.0,0.0,0.0,-0.0625,0.0,0.0,-0.0625
391,AUX,alpha,1.375,0.5625,0.75,0.9375,0.6875,0.1875,-0.1875,-0.25,-0.125,-0.125,0.3125,0.1875,0.5,0.25,0.3125,-0.125,-0.3125,-0.625,-0.3125,0.625,-0.0625,0.0,-0.125,-0.125,0.0625,0.0,0.0625,0.125,0.0625,0.1875,0.0625
392,AUX,alpha,0.8125,0.3125,0.375,0.25,0.3125,0.125,-0.0625,-0.0625,-0.0625,0.375,0.8125,0.7813000000000001,1.125,0.125,0.125,0.125,0.0625,-0.375,-0.5,0.1875,0.1875,0.25,-0.25,-0.3125,0.125,0.125,-0.125,-0.125,-0.125,0.0625,-0.25
393,AUX,alpha,1.5,0.4375,0.5625,1.125,0.8125,0.3125,0.0,-0.0625,0.0,0.0,0.375,0.125,0.5625,-0.0625,0.125,0.0,-0.0625,-0.4375,-0.5,0.1875,-0.25,0.0,-0.125,-0.25,0.0,0.0625,-0.125,-0.125,-0.1875,0.0625,0.0625
394,AUX,alpha,1.1875,0.3125,0.25,0.5,0.5,-0.125,-0.125,-0.1875,-0.1875,0.125,0.5625,0.5,0.8125,0.0,0.0625,0.0,-0.125,-0.375,-0.4375,0.5,0.375,0.0625,-0.1875,-0.125,0.125,0.125,-0.1875,-0.125,-0.125,0.125,0.0625
395,AUX,alpha,1.0625,0.625,0.8125,0.8125,0.625,0.125,-0.25,-0.25,-0.1875,0.3125,0.6875,0.625,0.8125,0.0625,0.125,-0.1875,-0.1875,-0.4375,-0.25,0.75,-0.0625,0.0625,-0.3125,-0.3125,-0.0625,0.0,0.0625,0.0625,0.0,0.125,0.125
396,AUX,alpha,1.4375,0.25,0.25,0.375,0.375,0.4375,-0.1875,-0.1875,-0.25,-0.3125,0.1875,0.0,0.4375,0.25,0.3125,-0.25,-0.375,-0.5625,-0.3125,0.375,-0.0625,0.0625,-0.1875,-0.1875,-0.125,-0.0625,0.0,0.0625,-0.0625,0.125,0.125
397,AUX,alpha,0.625,0.3125,0.5,0.8125,0.625,0.25,-0.375,-0.375,-0.3125,0.0625,0.375,0.375,0.5,-0.1875,-0.125,-0.125,-0.25,-0.3125,-0.5,0.5,-0.0625,-0.1875,-0.375,-0.375,-0.125,-0.0625,-0.3125,-0.3125,-0.3125,0.125,-0.0625
398,AUX,beta,1.1875,-0.4375,-0.4375,-0.0625,0.0,0.0,0.0625,0.0,0.0625,-0.4375,-0.625,-0.625,-0.75,-0.1875,-0.0625,-0.1875,-0.1875,-0.0625,0.1875,-0.3125,-0.1875,-0.1875,0.1875,0.1875,0.125,0.125,0.375,0.3125,0.375,-0.0625,0.1875
399,AUX,beta,0.8125,-0.3125,-0.375,0.0,0.0625,0.0,0.25,0.25,0.25,-0.375,-0.875,-0.875,-0.9375,-0.0625,0.0625,-0.1875,-0.125,0.1875,0.4375,-0.25,-0.125,-0.125,0.1875,0.1875,0.125,0.125,0.5,0.4375,0.5,0.0,0.375
400,AUX,beta,1.5625,-0.375,-0.4375,-0.1875,-0.0625,0.0,0.0625,0.0625,0.0625,-0.4375,-0.6875,-0.5625,-0.8125,-0.1875,-0.0625,-0.125,-0.1875,-0.0625,0.3125,-0.5,-0.4375,-0.25,0.0625,0.125,0.0,0.0625,0.125,0.1875,0.1875,-0.1875,0.0625
401,AUX,beta,1.0,-0.0625,0.125,0.0,0.125,0.125,0.0625,0.0,0.0625,-0.375,-0.75,-0.6875,-0.875,-0.3125,-0.1875,-0.375,-0.3125,-0.125,0.375,-0.1875,-0.1875,-0.1875,0.375,0.375,-0.0625,0.0,0.5,0.5,0.5625,-0.125,0.3125
402,AUX,beta,1.1875,-0.125,-0.125,-0.1875,-0.3125,0.0,0.0,0.0625,0.0,0.0,-0.3125,-0.125,-0.1875,-0.125,-0.0625,-0.0625,-0.0625,0.125,0.125,-0.125,-0.0625,-0.25,0.0625,0.0625,0.0,0.0,0.0625,0.0625,0.0,0.0,0.25
403,AUX,beta,1.375,-0.1875,-0.3125,-0.125,0.0,-0.125,0.25,0.25,0.3125,-0.3125,-0.625,-0.5,-0.6875,0.0,0.125,-0.125,-0.0625,0.0625,0.4375,-0.0625,-0.125,0.1875,0.25,0.1875,-0.0625,0.0625,0.5,0.5,0.5,0.125,0.125
404,AUX,beta,1.5,-0.375,-0.3125,-0.125,-0.1875,0.0625,0.125,0.1875,0.125,-0.375,-0.9375,-0.6875,-0.875,-0.25,-0.125,-0.25,-0.25,0.0625,0.375,-0.25,-0.25,-0.375,0.1875,0.125,0.125,0.1875,0.375,0.3125,0.3125,0.0,0.25
405,AUX,beta,1.5,-0.5,-0.4375,-0.5625,-0.3125,0.3125,0.0625,0.0,0.0,-0.3125,-0.6875,-0.5625,-0.6875,-0.3125,-0.1875,-0.1875,-0.1875,0.0,0.375,-0.125,-0.125,-0.0625,0.1875,0.1875,0.0625,0.1875,0.3125,0.3125,0.375,0.0625,0.6875
406,AUX,alpha,1.8125,0.3125,0.3125,1.125,0.9375,0.5625,-0.0625,-0.0625,-0.0625,-0.3125,0.0625,-0.125,0.1875,0.0,0.125,0.1875,-0.0625,-0.4375,-0.375,0.3125,-0.25,0.125,-0.25,-0.25,0.0625,0.0,-0.4375,-0.375,-0.4375,-0.0625,-0.1875
407,AUX,beta,0.0,-0.375,-0.4375,-0.6875,-0.5,-0.625,-0.1875,-0.1875,-0.1875,-0.3125,-0.5625,-0.5,-0.8125,-0.25,-0.25,-0.4375,-0.3125,0.0,0.4375,-0.4375,-0.25,-0.25,0.25,0.1875,-0.1875,-0.1875,0.125,0.125,0.1875,-0.5,0.125
408,AUX,alpha,2.375,0.25,0.1875,1.25,1.0625,0.8125,0.25,0.25,0.1875,-0.3125,0.1875,0.1875,0.1875,0.0625,0.125,-0.1875,-0.4375,-0.6875,0.0,0.125,-0.625,-0.125,-0.3125,-0.3125,0.0625,0.0625,-0.125,-0.0625,-0.125,0.375,-0.5625
409,AUX,beta,-0.625,0.0,-0.0625,-0.75,-0.5625,-0.125,0.125,0.125,0.1875,-0.375,-0.5625,-0.625,-0.9375,-0.1875,-0.125,-0.25,-0.125,0.125,0.5625,-0.125,0.1875,-0.25,0.3125,0.375,-0.125,-0.125,-0.125,-0.0625,0.0,-0.4375,0.5625
410,AUX,alpha,1.0,0.8125,0.75,1.25,1.0625,1.125,0.1875,0.125,0.125,-0.4375,0.25,0.125,0.3125,0.375,0.4375,0.4375,0.3125,-0.375,-0.5625,0.375,-0.0625,0.3125,-0.5,-0.4375,-0.125,-0.125,-0.4375,-0.375,-0.4375,0.125,-0.0625
411,AUX,beta,-0.5,-0.375,-0.375,-0.5625,-0.5625,-0.25,-0.125,-0.125,-0.0625,0.125,-0.4375,-0.375,-0.625,-0.3125,-0.4375,-0.25,-0.125,0.3125,0.5,0.0,0.0,-0.3125,0.5,0.5,-0.0625,-0.125,0.125,0.125,0.125,0.0625,0.25
412,AUX,alpha,1.3125,-0.1875,-0.125,0.6875,0.5,0.4375,-0.3125,-0.375,-0.375,0.0625,0.375,0.0625,0.5625,0.0,0.0,0.0625,-0.125,-0.25,-0.1875,0.0625,-0.1875,-0.3125,-0.375,-0.3125,-0.125,-0.125,-0.25,-0.25,-0.1875,0.0,-0.4375
413,AUX,beta,-1.4375,0.3125,0.4375,-0.625,-0.375,0.0,0.3125,0.375,0.375,-0.5,-0.9375,-0.75,-1.125,-0.0625,-0.125,-0.125,0.0,0.5,0.4375,0.0625,0.125,0.1875,0.3125,0.375,-0.125,0.0,0.25,0.1875,0.3125,-0.375,0.375
