feature_id,hac_ward_abs_k2,hac_ward_abs_k3,hac_ward_abs_k4,hac_ward_abs_k5,hac_ward_abs_k6,hac_complete_abs_k2,hac_complete_abs_k3,hac_complete_abs_k4,hac_complete_abs_k5,hac_complete_abs_k6,hac_complete_signed_k2,hac_complete_signed_k3,hac_complete_signed_k4,hac_complete_signed_k5,hac_complete_signed_k6,hac_average_abs_k2,hac_average_abs_k3,hac_average_abs_k4,hac_average_abs_k5,hac_average_abs_k6,hac_average_signed_k2,hac_average_signed_k3,hac_average_signed_k4,hac_average_signed_k5,hac_average_signed_k6,spectral_abs_k2,spectral_abs_k3,spectral_abs_k4,spectral_abs_k5,spectral_abs_k6,spectral_signed_k2,spectral_signed_k3,spectral_signed_k4,spectral_signed_k5,spectral_signed_k6,kmeans_abs_k2,kmeans_abs_k3,kmeans_abs_k4,kmeans_abs_k5,kmeans_abs_k6,kmeans_group_k2,kmeans_group_k3,kmeans_group_k4,kmeans_group_k5,kmeans_group_k6,gmm_group_k2,gmm_group_k3,gmm_group_k4,gmm_group_k5,nmf_k2,nmf_k3,nmf_k4,nmf_k5,nmf_k6,cocluster_k2,cocluster_k3,cocluster_k4,cocluster_k5,cocluster_k6,louvain_abs_t30,louvain_abs_t50,bipartite_louvain,coimp_louvain,signed_laplacian_k2,signed_laplacian_k3,signed_laplacian_k4,signed_laplacian_k5,signed_laplacian_k6,residual_kmeans_k2,residual_kmeans_k3,residual_kmeans_k4,residual_kmeans_k5,residual_kmeans_k6,contrastive_k2,contrastive_k3,contrastive_k4,contrastive_k5,contrastive_k6,level_stability_L1,agglo_coimp_k14,agglo_coimp_k15,agglo_coimp_k16,agglo_coimp_k17
L21_F137604,1,2,3,4,4,1,2,3,4,5,1,1,1,2,3,1,2,3,4,5,1,2,3,4,4,0,0,3,3,1,1,1,2,2,2,1,2,0,3,1,0,0,0,3,2,1,1,3,4,1,2,2,2,2,0,1,1,3,5,3,3,0,11,1,1,1,1,4,1,2,0,4,4,1,1,1,2,2,2,2,3,2,3
L21_F139043,1,2,3,4,4,1,2,3,4,5,1,1,1,2,3,1,2,3,4,5,1,2,3,4,4,0,0,3,3,1,1,1,2,2,2,1,2,0,3,1,0,0,0,3,2,1,1,3,4,1,2,2,2,2,0,1,1,3,5,3,3,0,11,1,1,1,1,4,1,2,0,4,4,1,1,1,2,2,2,2,3,2,3
L21_F142209,1,2,3,4,4,1,2,3,4,5,1,1,1,2,3,1,2,3,4,5,1,2,3,4,4,0,0,3,3,1,1,1,2,2,2,1,2,0,3,1,0,0,0,3,2,1,1,3,4,1,2,2,2,2,0,1,1,3,5,3,3,0,11,1,1,1,1,4,1,2,0,4,4,1,1,1,4,4,2,2,3,2,3
L21_F157518,1,2,3,4,4,1,2,3,4,5,1,1,1,2,3,1,2,3,4,5,1,2,3,4,4,0,0,3,3,1,1,1,2,2,2,1,2,0,3,1,0,0,0,3,2,1,1,3,4,1,2,2,2,2,0,1,1,3,5,3,3,0,11,1,1,1,1,4,1,2,0,4,4,1,1,1,2,2,2,2,3,2,3
L21_F22609,1,2,3,4,4,1,2,3,4,5,1,1,1,2,3,1,2,3,4,5,1,2,3,4,4,0,0,3,3,1,1,1,2,2,2,1,2,0,3,1,0,0,0,3,2,1,1,3,4,1,2,2,2,2,0,1,1,3,5,3,3,0,11,1,1,1,1,4,1,2,0,4,4,1,1,1,2,2,2,2,3,2,3
L21_F45723,1,2,3,4,4,1,2,3,4,5,1,1,1,2,3,1,2,3,4,5,1,2,3,4,4,0,0,3,3,1,1,1,2,2,2,1,2,0,3,1,0,0,0,3,2,1,1,3,4,1,2,2,2,2,0,1,1,3,5,3,3,0,11,1,1,1,1,4,1,2,0,4,4,1,1,1,2,2,2,2,3,2,3
L21_F53078,1,2,3,4,4,1,2,3,4,5,1,1,1,2,3,1,2,3,4,5,1,2,3,4,4,0,0,3,3,1,1,1,2,2,2,1,2,0,3,1,0,0,0,3,2,1,1,3,4,1,2,2,2,2,0,1,1,3,5,3,3,0,11,1,1,1,1,4,1,2,0,4,4,1,1,1,2,2,2,2,3,2,3
L21_F56012,1,2,3,4,4,1,2,3,4,5,1,1,1,2,3,1,2,3,4,5,1,2,3,4,4,0,0,3,3,1,1,1,2,2,2,1,2,0,3,1,0,0,0,3,2,1,1,3,4,1,2,2,2,2,0,1,1,3,5,3,3,0,11,1,1,1,1,4,1,2,0,4,4,1,1,1,2,2,2,2,3,2,3
L21_F56258,1,2,3,4,4,1,2,3,4,5,1,1,1,2,3,1,2,3,4,5,1,2,3,4,4,0,0,3,3,1,1,1,2,2,2,1,2,0,3,1,0,0,0,3,2,1,1,3,4,1,2,2,2,2,0,1,1,3,5,3,3,0,11,1,1,1,1,4,1,2,0,4,4,1,1,1,2,2,2,2,3,2,3
L21_F64244,1,2,3,4,4,1,2,3,4,5,1,1,1,2,3,1,2,3,4,5,1,2,3,4,4,0,0,3,3,1,1,1,2,2,2,1,2,0,3,1,0,0,0,3,2,1,1,3,4,1,2,2,2,2,0,1,1,3,5,3,3,0,11,1,1,1,1,4,1,2,0,4,4,1,1,1,2,2,2,2,3,2,3
L21_F66237,1,2,3,4,4,1,2,3,4,5,1,1,1,2,3,1,2,3,4,5,1,2,3,4,4,0,0,3,3,1,1,1,2,2,2,1,2,0,3,1,0,0,0,3,2,1,1,3,4,1,2,2,2,2,0,1,1,3,5,3,3,0,11,1,1,1,1,4,1,2,0,4,4,1,1,1,4,2,2,2,3,2,3
L21_F67744,1,2,3,4,4,1,2,3,4,5,1,1,1,2,3,1,2,3,4,5,1,2,3,4,4,0,0,3,3,1,1,1,2,2,2,1,2,0,3,1,0,0,0,3,2,1,1,3,4,1,2,2,2,2,0,1,1,3,5,3,3,0,11,1,1,1,1,4,1,2,0,4,4,1,1,1,2,2,2,2,3,2,3
L21_F98305,1,2,3,4,4,1,2,3,4,5,1,1,1,2,3,1,2,3,4,5,1,2,3,4,4,0,0,3,3,1,1,1,2,2,2,1,2,0,3,1,0,0,0,3,2,1,1,3,4,1,2,2,2,2,0,1,1,3,5,3,3,0,11,1,1,1,1,4,1,2,0,4,4,1,1,1,2,2,2,2,3,2,3
L21_F99203,1,2,3,4,4,1,2,3,4,5,1,1,1,2,3,1,2,3,4,5,1,2,3,4,4,0,0,3,3,1,1,1,2,2,2,1,2,0,3,1,0,0,0,3,2,1,1,3,4,1,2,2,2,2,0,1,1,3,5,3,3,0,11,1,1,1,1,4,1,2,0,4,4,1,1,1,2,2,2,2,3,2,3
L22_F110709,1,1,1,2,2,0,0,1,1,1,1,2,2,3,4,1,2,2,2,3,1,2,3,4,4,0,1,1,1,4,1,1,2,2,2,1,0,2,4,3,0,1,3,4,1,1,2,1,1,1,1,1,4,4,0,1,1,4,3,0,0,0,12,1,1,1,1,4,1,0,2,3,0,1,0,3,1,1,3,1,1,0,1
L22_F113311,1,1,1,2,2,0,0,1,1,1,1,2,2,3,4,1,2,2,2,3,1,2,3,4,4,0,1,1,1,4,1,1,2,2,2,1,0,2,4,3,0,1,3,4,1,1,2,1,1,1,1,1,4,4,0,0,1,4,3,0,0,0,12,1,1,1,1,4,1,0,2,3,0,1,0,3,1,1,3,1,1,0,1
L22_F133148,1,1,1,2,2,0,0,1,1,1,1,2,2,3,4,1,2,2,2,3,1,2,3,4,4,0,1,1,1,4,1,1,2,2,2,1,0,2,4,3,0,1,3,4,1,1,2,1,1,1,1,1,4,4,0,0,1,4,3,0,0,0,12,1,1,1,4,0,1,0,2,3,0,0,2,0,3,3,3,1,1,0,1
L22_F136259,1,1,1,2,2,0,0,1,1,1,1,2,2,3,4,1,2,2,2,3,1,2,3,4,4,0,1,1,1,4,1,1,2,2,2,1,0,2,4,3,0,1,3,4,1,1,2,1,1,1,1,1,4,4,0,1,1,4,3,0,0,0,12,1,1,1,1,4,1,0,2,3,0,1,1,1,2,2,3,1,1,0,1
L22_F144097,1,1,1,2,2,0,0,1,1,1,1,2,2,3,4,1,2,2,2,3,1,2,3,4,4,0,1,1,1,4,1,1,2,2,2,1,0,2,4,3,0,1,3,4,1,1,2,1,1,1,1,1,4,4,0,0,1,4,3,0,0,0,12,1,1,1,1,0,1,0,2,3,0,1,0,3,1,1,3,1,1,0,1
L22_F147052,1,1,1,2,2,0,0,1,1,1,1,2,2,3,4,1,2,2,2,3,1,2,3,4,4,0,1,1,1,4,1,1,2,2,2,1,0,2,4,3,0,1,3,4,1,1,2,1,1,1,1,1,4,4,0,0,1,4,3,0,0,0,12,1,1,1,1,0,1,0,2,3,0,1,0,3,1,1,3,1,1,0,1
L22_F25104,1,1,1,2,2,0,0,1,1,1,1,2,2,3,4,1,2,2,2,3,1,2,3,4,4,0,1,1,1,4,1,1,2,2,2,1,0,2,4,3,0,1,3,4,1,1,2,1,1,1,1,1,4,4,0,0,1,4,3,0,0,0,12,1,1,1,1,0,1,0,2,3,0,1,0,3,1,1,3,1,1,0,1
L22_F28148,1,1,1,2,2,0,0,1,1,1,1,2,2,3,4,1,2,2,2,3,1,2,3,4,4,0,1,1,1,4,1,1,2,2,2,1,0,2,4,3,0,1,3,4,1,1,2,1,1,1,1,1,4,4,0,0,1,4,3,0,0,0,12,1,1,1,1,0,1,0,2,3,0,1,0,3,1,1,3,1,1,0,1
L22_F34856,1,1,1,2,2,0,0,1,1,1,1,2,2,3,4,1,2,2,2,3,1,2,3,4,4,0,1,1,1,4,1,1,2,2,2,1,0,2,4,3,0,1,3,4,1,1,2,1,1,1,1,1,4,4,0,0,1,4,3,0,0,0,12,1,1,1,1,0,1,0,2,3,0,1,0,3,1,1,3,1,1,0,1
L22_F34905,1,1,1,2,2,0,0,1,1,1,1,2,2,3,4,1,2,2,2,3,1,2,3,4,4,0,1,1,1,4,1,1,2,2,2,1,0,2,4,3,0,1,3,4,1,1,2,1,1,1,1,1,4,4,0,0,1,4,3,0,0,0,12,1,1,1,1,0,1,0,2,3,0,1,0,3,1,1,3,1,1,0,1
L22_F55719,1,1,1,2,2,0,0,1,1,1,1,2,2,3,4,1,2,2,2,3,1,2,3,4,4,0,1,1,1,4,1,1,2,2,2,1,0,2,4,3,0,1,3,4,1,1,2,1,1,1,1,1,4,4,0,0,1,4,3,0,0,0,12,1,1,1,1,0,1,0,2,3,0,1,0,3,1,1,3,1,1,0,1
L22_F84205,1,1,1,2,2,0,0,1,1,1,1,2,2,3,4,1,2,2,2,3,1,2,3,4,4,0,1,1,1,4,1,1,2,2,2,1,0,2,4,3,0,1,3,4,1,1,2,1,1,1,1,1,4,4,0,0,1,4,3,0,0,0,12,1,1,1,1,0,1,0,2,3,0,1,0,3,1,1,3,1,1,0,1
L22_F93236,1,1,1,2,2,0,0,1,1,1,1,2,2,3,4,1,2,2,2,3,1,2,3,4,4,0,1,1,1,4,1,1,2,2,2,1,0,2,4,3,0,1,3,4,1,1,2,1,1,1,1,1,4,4,0,0,1,4,3,0,0,0,12,1,1,1,1,0,1,0,2,3,0,1,0,3,1,1,3,1,1,0,1
L22_F95467,1,1,1,2,2,0,0,1,1,1,1,2,2,3,4,1,2,2,2,3,1,2,3,4,4,0,1,1,1,4,1,1,2,2,2,1,0,2,4,3,0,1,3,4,1,1,2,1,1,1,1,1,4,4,0,0,1,4,3,0,0,0,12,1,1,1,1,0,1,0,2,3,0,1,0,3,1,1,3,1,1,0,1
L23_F101649,1,1,1,2,2,0,0,1,1,1,1,1,1,2,3,1,2,2,2,3,1,2,3,4,4,0,1,1,1,4,1,1,2,2,2,1,0,2,4,3,0,1,3,4,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,0,0,1,12,1,1,1,1,4,1,0,2,3,0,1,1,1,4,4,3,1,2,1,2
L23_F109767,1,1,1,2,2,0,0,1,1,1,1,1,1,2,3,1,2,2,2,3,1,2,3,4,4,0,1,1,1,4,1,1,2,2,2,1,0,2,4,3,0,1,3,4,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,0,0,1,12,1,1,1,1,4,1,0,2,3,0,1,1,1,2,2,3,1,2,1,2
L23_F1136,1,1,1,2,2,0,0,1,1,1,1,1,1,2,3,1,2,2,2,3,1,2,3,4,4,0,1,1,1,4,1,1,2,2,2,1,0,2,4,3,0,1,3,4,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,0,0,1,12,1,1,1,1,4,1,0,2,3,0,1,1,1,4,4,3,1,2,1,2
L23_F11820,1,1,1,2,2,0,0,1,1,1,1,1,1,2,3,1,2,2,2,3,1,2,3,4,4,0,1,1,1,4,1,1,2,2,2,1,0,2,4,3,0,1,3,4,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,0,0,1,12,1,1,1,1,4,1,0,2,3,0,1,1,1,4,4,3,1,2,1,2
L23_F12359,1,1,1,2,2,0,0,1,1,1,1,1,1,2,3,1,2,2,2,3,1,2,3,4,4,0,1,1,1,4,1,1,2,2,2,1,0,2,4,3,0,1,3,4,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,0,0,1,12,1,1,1,1,4,1,0,2,3,0,1,1,1,4,4,3,1,2,1,2
L23_F140107,1,1,1,2,2,0,0,1,1,1,1,1,1,2,3,1,2,2,2,3,1,2,3,4,4,0,1,1,1,4,1,1,2,2,2,1,0,2,4,3,0,1,3,4,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,0,0,1,12,1,1,1,1,4,1,0,2,3,0,1,1,1,4,4,3,1,2,1,2
L23_F147218,1,1,1,2,2,0,0,1,1,1,1,1,1,2,3,1,2,2,2,3,1,2,3,4,4,0,1,1,1,4,1,1,2,2,2,1,0,2,4,3,0,1,3,4,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,0,0,1,12,1,1,1,1,4,1,0,2,3,0,1,1,1,4,2,3,1,2,1,2
L23_F148097,1,1,1,2,2,0,0,1,1,1,1,1,1,2,3,1,2,2,2,3,1,2,3,4,4,0,1,1,1,4,1,1,2,2,2,1,0,2,4,3,0,1,3,4,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,0,0,1,12,1,1,1,1,4,1,0,2,3,0,1,1,1,4,4,3,1,2,1,2
L23_F161196,1,1,1,2,2,0,0,1,1,1,1,1,1,2,3,1,2,2,2,3,1,2,3,4,4,0,1,1,1,4,1,1,2,2,2,1,0,2,4,3,0,1,3,4,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,0,0,1,12,1,1,1,1,4,1,0,2,3,0,1,1,1,4,4,3,1,2,1,2
L23_F16784,1,1,1,2,2,0,0,1,1,1,1,1,1,2,3,1,2,2,2,3,1,2,3,4,4,0,1,1,1,4,1,1,2,2,2,1,0,2,4,3,0,1,3,4,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,0,0,1,12,1,1,1,1,4,1,0,2,3,0,1,1,1,4,4,3,1,2,1,2
L23_F24796,1,1,1,2,2,0,0,1,1,1,1,1,1,2,3,1,2,2,2,3,1,2,3,4,4,0,1,1,1,4,1,1,2,2,2,1,0,2,4,3,0,1,3,4,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,0,0,1,12,1,1,1,1,4,1,0,2,3,0,1,1,1,4,4,3,1,2,1,2
L23_F27895,1,1,1,2,2,0,0,1,1,1,1,1,1,2,3,1,2,2,2,3,1,2,3,4,4,0,1,1,1,4,1,1,2,2,2,1,0,2,4,3,0,1,3,4,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,0,0,1,12,1,1,1,1,4,1,0,2,3,0,1,1,1,4,4,3,1,2,1,2
L23_F41693,1,1,1,2,2,0,0,1,1,1,1,1,1,2,3,1,2,2,2,3,1,2,3,4,4,0,1,1,1,4,1,1,2,2,2,1,0,2,4,3,0,1,3,4,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,0,0,1,12,1,1,1,1,4,1,0,2,3,0,1,1,1,4,4,3,1,2,1,2
L23_F5820,1,1,1,2,2,0,0,1,1,1,1,1,1,2,3,1,2,2,2,3,1,2,3,4,4,0,1,1,1,4,1,1,2,2,2,1,0,2,4,3,0,1,3,4,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,0,0,1,12,1,1,1,1,4,1,0,2,3,0,1,1,1,4,4,3,1,2,1,2
L23_F71067,1,1,1,2,2,0,0,1,1,1,1,1,1,2,3,1,2,2,2,3,1,2,3,4,4,0,1,1,1,4,1,1,2,2,2,1,0,2,4,3,0,1,3,4,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,0,0,1,12,1,1,1,1,4,1,0,2,3,0,1,1,1,2,2,3,1,2,1,2
L23_F83556,1,1,1,2,2,0,0,1,1,1,1,1,1,2,3,1,2,2,2,3,1,2,3,4,4,0,1,1,1,4,1,1,2,2,2,1,0,2,4,3,0,1,3,4,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,0,0,1,12,1,1,1,1,4,1,0,2,3,0,1,1,1,4,4,3,1,2,1,2
L23_F8356,1,1,1,2,2,0,0,1,1,1,1,1,1,2,3,1,2,2,2,3,1,2,3,4,4,0,1,1,1,4,1,1,2,2,2,1,0,2,4,3,0,1,3,4,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,0,0,1,12,1,1,1,1,4,1,0,2,3,0,1,1,1,4,4,3,1,2,1,2
L23_F86779,1,1,1,2,2,0,0,1,1,1,1,1,1,2,3,1,2,2,2,3,1,2,3,4,4,0,1,1,1,4,1,1,2,2,2,1,0,2,4,3,0,1,3,4,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,0,0,1,12,1,1,1,1,4,1,0,2,3,0,1,1,1,4,4,3,1,2,1,2
L23_F8759,1,1,1,2,2,0,0,1,1,1,1,1,1,2,3,1,2,2,2,3,1,2,3,4,4,0,1,1,1,4,1,1,2,2,2,1,0,2,4,3,0,1,3,4,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,0,0,1,12,1,1,1,1,4,1,0,2,3,0,1,1,1,4,4,3,1,2,1,2
L23_F91721,1,1,1,2,2,0,0,1,1,1,1,1,1,2,3,1,2,2,2,3,1,2,3,4,4,0,1,1,1,4,1,1,2,2,2,1,0,2,4,3,0,1,3,4,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,0,0,1,12,1,1,1,1,4,1,0,2,3,0,1,1,1,4,4,3,1,2,1,2
L24_F111162,0,0,0,0,0,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,0,0,0,1,2,1,1,1,0,1,1,1,0,1,2,2,2,0,1,0,2,0,0,0,0,0,0,0,2,3,2,1,4,4,1,13,1,1,1,1,4,1,2,3,0,3,0,2,2,0,5,2,4,5,4,5
L24_F118986,0,0,0,0,0,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,0,0,0,1,2,1,1,1,0,1,1,1,0,1,2,2,2,0,1,0,2,0,0,0,0,0,0,0,2,3,2,1,4,4,1,13,1,1,1,1,4,1,2,3,0,3,0,2,2,0,0,2,4,5,4,5
L24_F124208,0,0,0,0,0,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,0,0,0,1,2,1,1,1,0,1,1,1,0,1,2,2,2,0,1,0,2,0,0,0,0,0,0,0,2,3,2,1,4,4,1,13,1,1,1,1,4,1,2,3,0,3,0,2,2,0,5,2,4,5,4,5
L24_F12706,0,0,0,0,0,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,0,0,0,1,2,1,1,1,0,1,1,1,0,1,2,2,2,0,1,0,2,0,0,0,0,4,4,0,0,0,2,0,4,4,0,13,1,1,1,1,0,1,2,3,0,3,0,2,2,0,5,1,4,5,4,5
L24_F137802,0,0,0,0,0,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,0,0,0,1,2,1,1,1,0,1,1,1,0,1,2,2,2,0,1,0,2,0,0,0,0,0,0,0,2,3,2,1,4,4,1,13,1,1,1,1,4,1,2,3,0,3,0,2,2,0,5,2,4,5,4,5
L24_F13808,0,0,0,0,0,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,0,0,0,1,2,1,1,1,0,1,1,1,0,1,2,2,2,0,1,0,2,0,0,0,0,0,0,0,2,3,2,1,4,4,1,13,1,1,1,1,4,1,2,3,0,3,0,2,2,0,5,2,4,5,4,5
L24_F147583,0,0,0,0,0,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,0,0,0,1,2,1,1,1,0,1,1,1,0,1,2,2,2,0,1,0,2,0,0,0,0,0,0,0,2,3,2,1,4,4,1,13,1,1,1,1,4,1,2,3,0,3,0,2,2,0,5,2,4,5,4,5
L24_F148942,0,0,0,0,0,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,0,0,0,1,2,1,1,1,0,1,1,1,0,1,2,2,2,0,1,0,2,0,0,0,0,0,0,0,2,3,2,1,4,4,1,13,1,1,1,1,4,1,2,3,0,3,0,2,2,0,5,2,4,5,4,5
L24_F152881,0,0,0,0,0,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,0,0,0,1,2,1,1,1,0,1,1,1,0,1,2,2,2,0,1,0,2,0,0,0,0,0,0,0,2,3,2,1,4,4,1,13,1,1,1,1,4,1,2,3,0,3,0,2,2,0,5,2,4,5,4,5
L24_F160555,0,0,0,0,0,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,0,0,0,1,2,1,1,1,0,1,1,1,0,1,2,2,2,0,1,0,2,0,0,0,0,0,0,0,2,3,2,1,4,4,1,13,1,1,1,1,4,1,2,3,0,3,0,2,2,0,5,2,4,5,4,5
L24_F1845,0,0,0,0,0,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,0,0,0,1,2,1,1,1,0,1,1,1,0,1,2,2,2,0,1,0,2,0,0,0,0,0,0,0,2,3,2,1,4,4,1,13,1,1,1,1,4,1,2,3,0,3,0,2,2,0,5,2,4,5,4,5
L24_F18943,0,0,0,0,0,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,0,0,0,1,2,1,1,1,0,1,1,1,0,1,2,2,2,0,1,0,2,0,0,0,0,0,0,0,2,3,2,1,4,4,1,13,1,1,1,1,4,1,2,3,0,3,0,2,2,0,5,2,4,5,4,5
L24_F31947,0,0,0,0,0,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,0,0,0,1,2,1,1,1,0,1,1,1,0,1,2,2,2,0,1,0,2,0,0,0,0,0,0,0,2,3,2,1,4,4,1,13,1,1,1,1,4,1,2,3,0,3,0,2,2,0,5,2,4,5,4,5
L24_F32871,0,0,0,0,0,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,0,0,0,1,2,1,1,1,0,1,1,1,0,1,2,2,2,0,1,0,2,0,0,0,0,0,0,0,2,3,2,1,4,4,1,13,1,1,1,1,4,1,2,3,0,3,0,2,2,0,5,2,4,5,4,5
L24_F40873,0,0,0,0,0,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,0,0,0,1,2,1,1,1,0,1,1,1,0,1,2,2,2,0,1,0,2,0,0,0,0,0,0,0,2,3,2,1,4,4,1,13,1,1,1,1,4,1,2,3,0,3,0,2,2,0,5,2,4,5,4,5
L24_F4357,0,0,0,0,0,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,0,0,0,1,2,1,1,1,0,1,1,1,0,1,2,2,2,0,1,0,2,0,0,0,0,0,0,0,2,3,2,1,4,4,1,13,1,1,1,1,4,1,2,3,0,3,0,2,2,0,5,2,4,5,4,5
L24_F51976,0,0,0,0,0,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,0,0,0,1,2,1,1,1,0,1,1,1,0,1,2,2,2,0,1,0,2,0,0,0,0,0,0,0,2,3,2,1,4,4,1,13,1,1,1,1,4,1,2,3,0,3,0,2,2,0,0,2,4,5,4,5
L24_F52031,0,0,0,0,0,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,0,0,0,1,2,1,1,1,0,1,1,1,0,1,2,2,2,0,1,0,2,0,0,0,0,0,0,0,2,3,2,1,4,4,1,13,1,1,1,1,4,1,2,3,0,3,0,2,2,0,0,2,4,5,4,5
L24_F57681,0,0,0,0,0,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,0,0,0,1,2,1,1,1,0,1,1,1,0,1,2,2,2,0,1,0,2,0,0,0,0,0,0,0,2,3,2,1,4,4,1,13,1,1,1,1,4,1,2,3,0,3,0,2,2,0,5,2,4,5,4,5
L24_F88968,0,0,0,0,0,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,0,0,0,1,2,1,1,1,0,1,1,1,0,1,2,2,2,0,1,0,2,0,0,0,0,0,0,0,2,3,2,1,4,4,1,13,1,1,1,1,4,1,2,3,0,3,0,2,2,0,5,2,4,5,4,5
L25_F105937,0,0,0,0,0,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,2,0,0,1,2,1,1,1,0,1,1,1,0,1,2,2,2,0,1,0,2,0,0,2,3,4,4,0,0,0,0,4,4,4,0,7,1,1,1,1,4,1,2,3,0,3,0,0,0,3,3,2,6,7,6,7
L25_F110282,0,0,0,0,0,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,2,0,0,1,2,1,1,1,0,1,1,1,0,1,2,2,2,0,1,0,2,0,0,0,2,4,4,0,0,0,0,0,4,4,1,7,1,1,1,1,0,1,2,3,0,3,0,2,0,3,3,2,6,7,6,8
L25_F126439,0,0,0,0,0,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,2,0,0,1,2,1,1,1,0,1,1,1,0,1,2,2,2,0,1,0,2,0,0,2,3,4,4,0,0,0,0,4,4,4,0,7,1,1,1,1,4,1,2,3,0,3,0,2,0,3,0,2,6,7,6,7
L25_F142075,0,0,0,0,0,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,2,0,0,1,2,1,1,1,0,1,1,1,0,1,2,2,2,0,1,0,2,0,0,2,3,4,4,0,0,0,0,4,4,4,0,7,1,1,1,1,4,1,2,3,0,3,0,2,0,3,3,2,6,7,6,8
L25_F146884,0,0,0,0,0,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,2,0,0,1,2,1,1,1,0,1,1,1,0,1,2,2,2,0,1,0,2,0,0,2,3,4,4,0,0,0,0,4,4,4,0,7,1,1,1,1,4,1,2,3,0,3,0,2,0,3,3,2,6,7,6,7
L25_F153283,0,0,0,0,0,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,2,0,0,1,2,1,1,1,0,1,1,1,0,1,2,2,2,0,1,0,2,0,0,2,3,4,4,0,0,0,0,4,4,4,0,7,1,1,1,1,4,1,2,3,0,3,0,2,0,3,3,2,6,7,6,7
L25_F15948,0,0,0,0,0,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,2,0,0,1,2,1,1,1,0,1,1,1,0,1,2,2,2,0,1,0,2,0,0,2,3,3,3,0,0,0,0,4,4,4,0,7,1,1,1,1,4,1,2,3,0,3,0,0,0,3,3,2,6,7,6,7
L25_F17240,0,0,0,0,0,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,0,0,0,1,2,1,1,1,0,1,1,1,0,1,2,2,2,0,1,0,2,0,0,0,1,4,4,0,0,0,0,0,4,4,1,7,1,1,1,4,5,1,2,3,0,2,1,0,3,1,1,1,6,7,6,8
